"TIME","GEO","UNIT","INDIC_EN","Value"
"2015","Poland","Percentage","Share of renewable energy in electricity","13,4"
"2015","Poland","Percentage","Share of renewable energy in heating and cooling","14,5"
"2015","Portugal","Percentage","Share of renewable energy in gross final energy consumption","28,0"
"2015","Portugal","Percentage","Share of renewable energy in transport","7,4"
"2015","Portugal","Percentage","Share of renewable energy in electricity","52,6"
"2015","Portugal","Percentage","Share of renewable energy in heating and cooling","33,4"
"2015","Romania","Percentage","Share of renewable energy in gross final energy consumption","24,8"
"2015","Romania","Percentage","Share of renewable energy in transport","5,5"
"2015","Romania","Percentage","Share of renewable energy in electricity","43,2"
"2015","Romania","Percentage","Share of renewable energy in heating and cooling","25,9"
"2015","Slovenia","Percentage","Share of renewable energy in gross final energy consumption","21,9"
"2015","Slovenia","Percentage","Share of renewable energy in transport","2,2"
"2015","Slovenia","Percentage","Share of renewable energy in electricity","32,7"
"2015","Slovenia","Percentage","Share of renewable energy in heating and cooling","33,9"
"2015","Slovakia","Percentage","Share of renewable energy in gross final energy consumption","12,9"
"2015","Slovakia","Percentage","Share of renewable energy in transport","8,5"
"2015","Slovakia","Percentage","Share of renewable energy in electricity","22,7"
"2015","Slovakia","Percentage","Share of renewable energy in heating and cooling","10,8"
"2015","Finland","Percentage","Share of renewable energy in gross final energy consumption","39,2"
"2015","Finland","Percentage","Share of renewable energy in transport","22,0"
"2015","Finland","Percentage","Share of renewable energy in electricity","32,5"
"2015","Finland","Percentage","Share of renewable energy in heating and cooling","52,5"
"2015","Sweden","Percentage","Share of renewable energy in gross final energy consumption","53,8"
"2015","Sweden","Percentage","Share of renewable energy in transport","24,0"
"2015","Sweden","Percentage","Share of renewable energy in electricity","65,8"
"2015","Sweden","Percentage","Share of renewable energy in heating and cooling","68,6"
"2015","United Kingdom","Percentage","Share of renewable energy in gross final energy consumption","8,5"
"2015","United Kingdom","Percentage","Share of renewable energy in transport","4,4"
"2015","United Kingdom","Percentage","Share of renewable energy in electricity","22,3"
"2015","United Kingdom","Percentage","Share of renewable energy in heating and cooling","6,3"
"2015","Iceland","Percentage","Share of renewable energy in gross final energy consumption","70,2"
"2015","Iceland","Percentage","Share of renewable energy in transport","6,4"
"2015","Iceland","Percentage","Share of renewable energy in electricity","93,1"
"2015","Iceland","Percentage","Share of renewable energy in heating and cooling","63,4"
"2015","Norway","Percentage","Share of renewable energy in gross final energy consumption","68,4"
"2015","Norway","Percentage","Share of renewable energy in transport","8,8"
"2015","Norway","Percentage","Share of renewable energy in electricity","106,0"
"2015","Norway","Percentage","Share of renewable energy in heating and cooling","32,2"
"2015","Montenegro","Percentage","Share of renewable energy in gross final energy consumption","43,1"
"2015","Montenegro","Percentage","Share of renewable energy in transport","1,2"
"2015","Montenegro","Percentage","Share of renewable energy in electricity","49,6"
"2015","Montenegro","Percentage","Share of renewable energy in heating and cooling","68,5"
"2015","Former Yugoslav Republic of Macedonia, the","Percentage","Share of renewable energy in gross final energy consumption","19,5"
"2015","Former Yugoslav Republic of Macedonia, the","Percentage","Share of renewable energy in transport","0,2"
"2015","Former Yugoslav Republic of Macedonia, the","Percentage","Share of renewable energy in electricity","21,7"
"2015","Former Yugoslav Republic of Macedonia, the","Percentage","Share of renewable energy in heating and cooling","34,4"
"2015","Albania","Percentage","Share of renewable energy in gross final energy consumption","34,4"
"2015","Albania","Percentage","Share of renewable energy in transport","0,0"
"2015","Albania","Percentage","Share of renewable energy in electricity","79,2"
"2015","Albania","Percentage","Share of renewable energy in heating and cooling","34,6"
"2015","Serbia","Percentage","Share of renewable energy in gross final energy consumption","21,8"
"2015","Serbia","Percentage","Share of renewable energy in transport","1,2"
"2015","Serbia","Percentage","Share of renewable energy in electricity","28,7"
"2015","Serbia","Percentage","Share of renewable energy in heating and cooling","26,5"
"2016","European Union (current composition)","Percentage","Share of renewable energy in gross final energy consumption","17,0"
"2016","European Union (current composition)","Percentage","Share of renewable energy in transport","7,1"
"2016","European Union (current composition)","Percentage","Share of renewable energy in electricity","29,6"
"2016","European Union (current composition)","Percentage","Share of renewable energy in heating and cooling","19,1"
"2016","Belgium","Percentage","Share of renewable energy in gross final energy consumption","8,7"
"2016","Belgium","Percentage","Share of renewable energy in transport","5,9"
"2016","Belgium","Percentage","Share of renewable energy in electricity","15,8"
"2016","Belgium","Percentage","Share of renewable energy in heating and cooling","8,1"
"2016","Bulgaria","Percentage","Share of renewable energy in gross final energy consumption","18,8"
"2016","Bulgaria","Percentage","Share of renewable energy in transport","7,3"
"2016","Bulgaria","Percentage","Share of renewable energy in electricity","19,2"
"2016","Bulgaria","Percentage","Share of renewable energy in heating and cooling","30,0"
"2016","Czechia","Percentage","Share of renewable energy in gross final energy consumption","14,9"
"2016","Czechia","Percentage","Share of renewable energy in transport","6,4"
"2016","Czechia","Percentage","Share of renewable energy in electricity","13,6"
"2016","Czechia","Percentage","Share of renewable energy in heating and cooling","19,9"
"2016","Denmark","Percentage","Share of renewable energy in gross final energy consumption","32,2"
"2016","Denmark","Percentage","Share of renewable energy in transport","6,8"
"2016","Denmark","Percentage","Share of renewable energy in electricity","53,7"
"2016","Denmark","Percentage","Share of renewable energy in heating and cooling","41,7"
"2016","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in gross final energy consumption","14,8"
"2016","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in transport","6,9"
"2016","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in electricity","32,2"
"2016","Germany (until 1990 former territory of the FRG)","Percentage","Share of renewable energy in heating and cooling","13,0"
"2016","Estonia","Percentage","Share of renewable energy in gross final energy consumption","28,8"
"2016","Estonia","Percentage","Share of renewable energy in transport","0,4"
"2016","Estonia","Percentage","Share of renewable energy in electricity","15,5"
"2016","Estonia","Percentage","Share of renewable energy in heating and cooling","51,2"
"2016","Ireland","Percentage","Share of renewable energy in gross final energy consumption","9,5"
"2016","Ireland","Percentage","Share of renewable energy in transport","5,0"
"2016","Ireland","Percentage","Share of renewable energy in electricity","27,2"
"2016","Ireland","Percentage","Share of renewable energy in heating and cooling","6,8"
"2016","Greece","Percentage","Share of renewable energy in gross final energy consumption","15,2"
"2016","Greece","Percentage","Share of renewable energy in transport","1,7"
"2016","Greece","Percentage","Share of renewable energy in electricity","23,8"
"2016","Greece","Percentage","Share of renewable energy in heating and cooling","24,2"
"2016","Spain","Percentage","Share of renewable energy in gross final energy consumption","17,3"
"2016","Spain","Percentage","Share of renewable energy in transport","5,3"
"2016","Spain","Percentage","Share of renewable energy in electricity","36,6"
"2016","Spain","Percentage","Share of renewable energy in heating and cooling","16,8"
"2016","France","Percentage","Share of renewable energy in gross final energy consumption","16,0"
"2016","France","Percentage","Share of renewable energy in transport","8,9"
"2016","France","Percentage","Share of renewable energy in electricity","19,2"
"2016","France","Percentage","Share of renewable energy in heating and cooling","21,1"
"2016","Croatia","Percentage","Share of renewable energy in gross final energy consumption","28,3"
"2016","Croatia","Percentage","Share of renewable energy in transport","1,3"
"2016","Croatia","Percentage","Share of renewable energy in electricity","46,7"
"2016","Croatia","Percentage","Share of renewable energy in heating and cooling","37,6"
"2016","Italy","Percentage","Share of renewable energy in gross final energy consumption","17,4"
"2016","Italy","Percentage","Share of renewable energy in transport","7,2"
"2016","Italy","Percentage","Share of renewable energy in electricity","34,0"
"2016","Italy","Percentage","Share of renewable energy in heating and cooling","18,9"
"2016","Cyprus","Percentage","Share of renewable energy in gross final energy consumption","9,3"
"2016","Cyprus","Percentage","Share of renewable energy in transport","2,7"
"2016","Cyprus","Percentage","Share of renewable energy in electricity","8,6"
"2016","Cyprus","Percentage","Share of renewable energy in heating and cooling","23,0"
"2016","Latvia","Percentage","Share of renewable energy in gross final energy consumption","37,2"
"2016","Latvia","Percentage","Share of renewable energy in transport","2,8"
"2016","Latvia","Percentage","Share of renewable energy in electricity","51,3"
"2016","Latvia","Percentage","Share of renewable energy in heating and cooling","51,9"
"2016","Lithuania","Percentage","Share of renewable energy in gross final energy consumption","25,6"
"2016","Lithuania","Percentage","Share of renewable energy in transport","3,6"
"2016","Lithuania","Percentage","Share of renewable energy in electricity","16,8"
"2016","Lithuania","Percentage","Share of renewable energy in heating and cooling","46,5"
"2016","Luxembourg","Percentage","Share of renewable energy in gross final energy consumption","5,4"
"2016","Luxembourg","Percentage","Share of renewable energy in transport","5,9"
"2016","Luxembourg","Percentage","Share of renewable energy in electricity","6,7"
"2016","Luxembourg","Percentage","Share of renewable energy in heating and cooling","7,3"
"2016","Hungary","Percentage","Share of renewable energy in gross final energy consumption","14,2"
"2016","Hungary","Percentage","Share of renewable energy in transport","7,4"
"2016","Hungary","Percentage","Share of renewable energy in electricity","7,2"
"2016","Hungary","Percentage","Share of renewable energy in heating and cooling","20,8"
"2016","Malta","Percentage","Share of renewable energy in gross final energy consumption","6,0"
"2016","Malta","Percentage","Share of renewable energy in transport","5,4"
"2016","Malta","Percentage","Share of renewable energy in electricity","5,6"
"2016","Malta","Percentage","Share of renewable energy in heating and cooling","15,3"
"2016","Netherlands","Percentage","Share of renewable energy in gross final energy consumption","6,0"
"2016","Netherlands","Percentage","Share of renewable energy in transport","4,6"
"2016","Netherlands","Percentage","Share of renewable energy in electricity","12,5"
"2016","Netherlands","Percentage","Share of renewable energy in heating and cooling","5,5"
"2016","Austria","Percentage","Share of renewable energy in gross final energy consumption","33,5"
"2016","Austria","Percentage","Share of renewable energy in transport","10,6"
"2016","Austria","Percentage","Share of renewable energy in electricity","72,6"
"2016","Austria","Percentage","Share of renewable energy in heating and cooling","33,3"
"2016","Poland","Percentage","Share of renewable energy in gross final energy consumption","11,3"
"2016","Poland","Percentage","Share of renewable energy in transport","3,9"
"2016","Poland","Percentage","Share of renewable energy in electricity","13,4"
"2016","Poland","Percentage","Share of renewable energy in heating and cooling","14,7"
"2016","Portugal","Percentage","Share of renewable energy in gross final energy consumption","28,5"
"2016","Portugal","Percentage","Share of renewable energy in transport","7,5"
"2016","Portugal","Percentage","Share of renewable energy in electricity","54,1"
"2016","Portugal","Percentage","Share of renewable energy in heating and cooling","35,1"
"2016","Romania","Percentage","Share of renewable energy in gross final energy consumption","25,0"
"2016","Romania","Percentage","Share of renewable energy in transport","6,2"
"2016","Romania","Percentage","Share of renewable energy in electricity","42,7"
"2016","Romania","Percentage","Share of renewable energy in heating and cooling","26,9"
"2016","Slovenia","Percentage","Share of renewable energy in gross final energy consumption","21,3"
"2016","Slovenia","Percentage","Share of renewable energy in transport","1,6"
"2016","Slovenia","Percentage","Share of renewable energy in electricity","32,1"
"2016","Slovenia","Percentage","Share of renewable energy in heating and cooling","34,0"
"2016","Slovakia","Percentage","Share of renewable energy in gross final energy consumption","12,0"
"2016","Slovakia","Percentage","Share of renewable energy in transport","7,5"
"2016","Slovakia","Percentage","Share of renewable energy in electricity","22,5"
"2016","Slovakia","Percentage","Share of renewable energy in heating and cooling","9,9"
"2016","Finland","Percentage","Share of renewable energy in gross final energy consumption","38,7"
"2016","Finland","Percentage","Share of renewable energy in transport","8,4"
"2016","Finland","Percentage","Share of renewable energy in electricity","32,9"
"2016","Finland","Percentage","Share of renewable energy in heating and cooling","53,7"
"2016","Sweden","Percentage","Share of renewable energy in gross final energy consumption","53,8"
"2016","Sweden","Percentage","Share of renewable energy in transport","30,3"
"2016","Sweden","Percentage","Share of renewable energy in electricity","64,9"
"2016","Sweden","Percentage","Share of renewable energy in heating and cooling","68,6"
"2016","United Kingdom","Percentage","Share of renewable energy in gross final energy consumption","9,3"
"2016","United Kingdom","Percentage","Share of renewable energy in transport","4,9"
"2016","United Kingdom","Percentage","Share of renewable energy in electricity","24,6"
"2016","United Kingdom","Percentage","Share of renewable energy in heating and cooling","7,0"
"2016","Iceland","Percentage","Share of renewable energy in gross final energy consumption","72,6"
"2016","Iceland","Percentage","Share of renewable energy in transport","7,2"
"2016","Iceland","Percentage","Share of renewable energy in electricity","95,3"
"2016","Iceland","Percentage","Share of renewable energy in heating and cooling","71,1"
"2016","Norway","Percentage","Share of renewable energy in gross final energy consumption","69,4"
"2016","Norway","Percentage","Share of renewable energy in transport","17,0"
"2016","Norway","Percentage","Share of renewable energy in electricity","104,7"
"2016","Norway","Percentage","Share of renewable energy in heating and cooling","31,7"
"2016","Montenegro","Percentage","Share of renewable energy in gross final energy consumption","41,5"
"2016","Montenegro","Percentage","Share of renewable energy in transport","1,1"
"2016","Montenegro","Percentage","Share of renewable energy in electricity","51,0"
"2016","Montenegro","Percentage","Share of renewable energy in heating and cooling","69,2"
"2016","Former Yugoslav Republic of Macedonia, the","Percentage","Share of renewable energy in gross final energy consumption","18,2"
"2016","Former Yugoslav Republic of Macedonia, the","Percentage","Share of renewable energy in transport","0,1"
"2016","Former Yugoslav Republic of Macedonia, the","Percentage","Share of renewable energy in electricity","24,1"
"2016","Former Yugoslav Republic of Macedonia, the","Percentage","Share of renewable energy in heating and cooling","31,7"
"2016","Albania","Percentage","Share of renewable energy in gross final energy consumption","37,1"
"2016","Albania","Percentage","Share of renewable energy in transport","0,0"
"2016","Albania","Percentage","Share of renewable energy in electricity","86,0"
"2016","Albania","Percentage","Share of renewable energy in heating and cooling","33,8"
"2016","Serbia","Percentage","Share of renewable energy in gross final energy consumption","20,9"
"2016","Serbia","Percentage","Share of renewable energy in transport","1,2"
"2016","Serbia","Percentage","Share of renewable energy in electricity","29,2"
"2016","Serbia","Percentage","Share of renewable energy in heating and cooling","24,2"
